"","nct_number","recruitment","interventions","gender","study_type","city","state_name","phase","cleaned_age","state_code","location","lat","lng"
"982387","NCT00000172","Completed","Drug","All","Interventional","Ridgewood","New Jersey","Not available","Child, Adult, Senior","NJ","Ridgewood , NJ","40.9792645","-74.1165313"
"982394","NCT00093951","Completed","Drug","All","Interventional","Lenexa","Kansas","Not available","Adult, Senior","KS","Lenexa , KS","38.9536174","-94.7335709"
"982407","NCT02916056","Enrolling by invitation","Drug","All","Interventional","Saint Louis","Missouri","Not available","Adult, Senior","MO","Saint Louis , MO","38.6270025","-90.1994042"
"982453","NCT00838110","Completed","Drug","All","Interventional","Elk Grove Village","Illinois","Not available","Adult, Senior","IL","Elk Grove Village , IL","42.0039178","-87.9703461"
"982496","NCT02585934","Completed","Drug","All","Interventional","Hattiesburg","Mississippi","Not available","Adult, Senior","MS","Hattiesburg , MS","31.3271189","-89.2903392"
"982538","NCT01689233","Completed","Drug","All","Interventional","Decatur","Georgia","Not available","Child, Adult, Senior","GA","Decatur , GA","33.7748275","-84.2963123"
"982591","NCT02956486","Recruiting","Drug","All","Interventional","Meridian","Idaho","Not available","Adult, Senior","ID","Meridian , ID","43.6121087","-116.3915131"
"982595","NCT03036280","Recruiting","Drug","All","Interventional","Chicago","Illinois","Not available","Adult, Senior","IL","Chicago , IL","41.8781136","-87.6297982"
"982698","NCT00230568","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Not available","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"982845","NCT02880956","Recruiting","Drug","All","Interventional","Durham","North Carolina","Not available","Adult, Senior","NC","Durham , NC","35.9940329","-78.898619"
"982911","NCT02245737","Active, not recruiting","Drug","All","Interventional","The Villages","Florida","Phase 3","Adult, Senior","FL","The Villages , FL","28.927019","-82.0037608"
"982935","NCT02580305","Recruiting","Drug","All","Interventional","Lexington","Kentucky","Not available","Adult, Senior","KY","Lexington , KY","38.0405837","-84.5037164"
"983000","NCT00348140","Completed","Drug","All","Interventional","Toledo","Ohio","Not available","Adult, Senior","OH","Toledo , OH","41.6639383","-83.555212"
"983039","NCT00083421","Completed","Drug","All","Interventional","Tampa","Florida","Not available","Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"983220","NCT00004845","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Phase 3","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"983367","NCT00568776","Completed","Drug","All","Interventional","Albany","New York","Not available","Adult, Senior","NY","Albany , NY","42.6525793","-73.7562317"
"983458","NCT00818662","Completed","Biological","All","Interventional","Providence","Rhode Island","Not available","Adult, Senior","RI","Providence , RI","41.8239891","-71.4128343"
"983549","NCT00829374","Completed","Drug","All","Interventional","Boston","Massachusetts","Not available","Adult, Senior","MA","Boston , MA","42.3600825","-71.0588801"
"983678","NCT01900665","Terminated","Drug","All","Interventional","Fairfield","Connecticut","Not available","Adult, Senior","CT","Fairfield , CT","41.1408363","-73.2612615"
"983693","NCT00594568","Completed","Drug","All","Interventional","Kansas City","Missouri","Not available","Adult, Senior","MO","Kansas City , MO","39.0997265","-94.5785667"
"983710","NCT00428090","Completed","Drug","All","Interventional","Tulsa","Oklahoma","Not available","Adult, Senior","OK","Tulsa , OK","36.1539816","-95.992775"
"983755","NCT00905372","Completed","Drug","All","Interventional","Lexington","Kentucky","Not available","Adult, Senior","KY","Lexington , KY","38.0405837","-84.5037164"
"983820","NCT01127633","Terminated","Drug","All","Interventional","Canton","Georgia","Not available","Adult, Senior","GA","Canton , GA","34.2367621","-84.4907621"
"983824","NCT00056225","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Not available","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"983971","NCT01524887","Terminated","Biological","All","Interventional","Dallas","Texas","Not available","Adult, Senior","TX","Dallas , TX","32.7766642","-96.7969879"
"984070","NCT00672945","Terminated","Drug","All","Interventional","Tulsa","Oklahoma","Not available","Adult, Senior","OK","Tulsa , OK","36.1539816","-95.992775"
"984115","NCT00231946","Completed","Drug","All","Interventional","Boston","Massachusetts","Not available","Adult, Senior","MA","Boston , MA","42.3600825","-71.0588801"
"984244","NCT02760602","Terminated","Drug","All","Interventional","Pompano Beach","Florida","Not available","Adult, Senior","FL","Pompano Beach , FL","26.2378597","-80.1247667"
"984258","NCT00693004","Terminated","Drug","All","Interventional","Norfolk","Virginia","Not available","Adult, Senior","VA","Norfolk , VA","36.8507689","-76.2858726"
"984274","NCT00151398","Completed","Drug","All","Interventional","East Providence","Rhode Island","Not available","Adult, Senior","RI","East Providence , RI","41.8137116","-71.3700545"
"984335","NCT02006641","Completed","Drug","All","Interventional","Manchester Township","New Jersey","Not available","Adult, Senior","NJ","Manchester Township , NJ","39.9711696","-74.3392821"
"984350","NCT02484547","Recruiting","Drug","All","Interventional","Tampa","Florida","Not available","Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"984531","NCT02477800","Recruiting","Drug","All","Interventional","Wichita","Kansas","Not available","Adult, Senior","KS","Wichita , KS","37.6871761","-97.330053"
"984554","NCT00440050","Completed","Drug","All","Interventional","Lebanon","New Hampshire","Not available","Adult, Senior","NH","Lebanon , NH","43.6422934","-72.2517569"
"984564","NCT02051608","Active, not recruiting","Drug","All","Interventional","Plains","Pennsylvania","Not available","Adult, Senior","PA","Plains , PA","41.2753589","-75.8501955"
"984578","NCT00257673","Completed","Drug","All","Interventional","New Orleans","Louisiana","Not available","Adult, Senior","LA","New Orleans , LA","29.9510658","-90.0715323"
"984599","NCT00087724","Terminated","Drug","All","Interventional","Elk Grove","Illinois","Not available","Adult, Senior","IL","Elk Grove , IL","42.0039178","-87.9703461"
"984604","NCT00676143","Terminated","Drug","All","Interventional","Orlando","Florida","Not available","Adult, Senior","FL","Orlando , FL","28.5383355","-81.3792365"
"984733","NCT00667810","Terminated","Drug","All","Interventional","New Haven","Connecticut","Not available","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"984898","NCT00359944","Completed","Drug","All","Interventional","Richmond","Virginia","Not available","Adult, Senior","VA","Richmond , VA","37.5407246","-77.4360481"
"984922","NCT00895895","Terminated","Drug","All","Interventional","Tulsa","Oklahoma","Not available","Adult, Senior","OK","Tulsa , OK","36.1539816","-95.992775"
"984967","NCT01955161","Completed","Drug","All","Interventional","Amherst","New York","Not available","Adult, Senior","NY","Amherst , NY","42.9790067","-78.792272"
"984992","NCT00998764","Terminated","Drug","All","Interventional","Lake Charles","Louisiana","Not available","Adult, Senior","LA","Lake Charles , LA","30.2265949","-93.2173758"
"985009","NCT00575055","Completed","Drug","All","Interventional","Santa Monica","California","Not available","Adult, Senior","CA","Santa Monica , CA","34.0194543","-118.4911912"
"985035","NCT00090116","Completed","Drug","All","Interventional","Portland","Oregon","Not available","Adult, Senior","OR","Portland , OR","45.5230622","-122.6764815"
"985155","NCT00574132","Completed","Drug","All","Interventional","San Diego","California","Not available","Adult, Senior","CA","San Diego , CA","32.715738","-117.1610838"
"985289","NCT01723826","Completed","Drug","All","Interventional","Las Vegas","Nevada","Not available","Adult, Senior","NV","Las Vegas , NV","36.1699412","-115.1398296"
"985369","NCT00939783","Terminated","Drug","All","Interventional","Prairie Village","Kansas","Not available","Adult, Senior","KS","Prairie Village , KS","38.9916726","-94.6335684"
"985374","NCT00566397","Completed","Drug","All","Interventional","Chicago","Illinois","Not available","Adult, Senior","IL","Chicago , IL","41.8781136","-87.6297982"
"985477","NCT03114657","Recruiting","Drug","All","Interventional","Saint Petersburg","Florida","Not available","Adult, Senior","FL","Saint Petersburg , FL","27.7518284","-82.6267345"
"985495","NCT02670083","Recruiting","Drug","All","Interventional","Hialeah","Florida","Not available","Adult, Senior","FL","Hialeah , FL","25.8575963","-80.2781057"
"985584","NCT01677754","Completed","Drug","All","Interventional","Staten Island","New York","Not available","Adult, Senior","NY","Staten Island , NY","40.5795317","-74.1502007"
"985638","NCT02079246","Completed","Drug","All","Interventional","Lake Charles","Louisiana","Not available","Adult, Senior","LA","Lake Charles , LA","30.2265949","-93.2173758"
"985655","NCT00890890","Terminated","Drug","All","Interventional","Brooklyn","New York","Not available","Adult, Senior","NY","Brooklyn , NY","40.6781784","-73.9441579"
"985707","NCT01677572","Active, not recruiting","Drug","All","Interventional","Providence","Rhode Island","Not available","Adult, Senior","RI","Providence , RI","41.8239891","-71.4128343"
"985798","NCT00810147","Completed","Drug","All","Interventional","East Providence","Rhode Island","Not available","Adult, Senior","RI","East Providence , RI","41.8137116","-71.3700545"
"985859","NCT02783573","Recruiting","Drug","All","Interventional","Hialeah","Florida","Not available","Adult, Senior","FL","Hialeah , FL","25.8575963","-80.2781057"
"985948","NCT00506415","Completed","Drug","All","Interventional","Flint","Michigan","Not available","Adult, Senior","MI","Flint , MI","43.0125274","-83.6874562"
"985949","NCT00571064","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Not available","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"986096","NCT02791191","Recruiting","Drug","All","Interventional","Las Vegas","Nevada","Not available","Adult, Senior","NV","Las Vegas , NV","36.1699412","-115.1398296"
"986176","NCT01766336","Terminated","Drug","All","Interventional","Oklahoma City","Oklahoma","Not available","Adult, Senior","OK","Oklahoma City , OK","35.4675602","-97.5164276"
"986272","NCT01735630","Completed","Drug","All","Interventional","Ann Arbor","Michigan","Not available","Adult, Senior","MI","Ann Arbor , MI","42.2808256","-83.7430378"
"986321","NCT00948766","Completed","Drug","All","Interventional","Indianapolis","Indiana","Not available","Adult, Senior","IN","Indianapolis , IN","39.768403","-86.158068"
"986439","NCT02004392","Terminated","Drug","All","Interventional","Newton","Massachusetts","Not available","Adult, Senior","MA","Newton , MA","42.3370413","-71.2092214"
"986462","NCT01969136","Terminated","Drug","All","Interventional","Durham","North Carolina","Not available","Adult, Senior","NC","Durham , NC","35.9940329","-78.898619"
"986528","NCT01969123","Terminated","Drug","All","Interventional","New York","New York","Not available","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"986764","NCT01931566","Active, not recruiting","Drug","All","Interventional","Cordova","Tennessee","Not available","Adult, Senior","TN","Cordova , TN","35.1598391","-89.761545"
"986791","NCT00104013","Completed","Drug","All","Interventional","Richmond","Virginia","Not available","Adult, Senior","VA","Richmond , VA","37.5407246","-77.4360481"
"986815","NCT00103649","Completed","Drug","All","Interventional","Tamarac","Florida","Not available","Adult, Senior","FL","Tamarac , FL","26.2128609","-80.2497707"
"986816","NCT00153010","Completed","Drug","All","Interventional","Chicago","Illinois","Not available","Adult, Senior","IL","Chicago , IL","41.8781136","-87.6297982"
"986919","NCT00036114","Completed","Drug","All","Interventional","Beachwood","Ohio","Not available","Adult, Senior","OH","Beachwood , OH","41.4644979","-81.5087322"
"986942","NCT00322153","Completed","Drug","All","Interventional","Greensburg","Pennsylvania","Not available","Adult, Senior","PA","Greensburg , PA","40.3014581","-79.5389289"
"986949","NCT02992132","Recruiting","Drug","All","Interventional","Salt Lake City","Utah","Not available","Adult, Senior","UT","Salt Lake City , UT","40.7607793","-111.8910474"
"987015","NCT02322021","Active, not recruiting","Drug","All","Interventional","Port Royal","South Carolina","Not available","Adult, Senior","SC","Port Royal , SC","32.3790843","-80.6926069"
"987025","NCT00006187","Terminated","Drug","All","Interventional","Salt Lake City","Utah","Not available","Adult, Senior","UT","Salt Lake City , UT","40.7607793","-111.8910474"
"987091","NCT00490568","Terminated","Drug","All","Interventional","Winston-Salem","North Carolina","Not available","Adult, Senior","NC","Winston-Salem , NC","36.0998596","-80.244216"
"987158","NCT01035138","Completed","Drug","All","Interventional","Raleigh","North Carolina","Not available","Adult, Senior","NC","Raleigh , NC","35.7795897","-78.6381787"
"987220","NCT00380276","Terminated","Drug","All","Interventional","Fort Wayne","Indiana","Not available","Adult, Senior","IN","Fort Wayne , IN","41.079273","-85.1393513"
"987234","NCT01741194","Completed","Drug","All","Interventional","Miami","Florida","Phase 3","Senior","FL","Miami , FL","25.7616798","-80.1917902"
"987461","NCT00151502","Completed","Drug","All","Interventional","Madison","Tennessee","Not available","Adult, Senior","TN","Madison , TN","36.2562002","-86.7143516"
"987464","NCT00000173","Completed","Drug","All","Interventional","Rochester","Minnesota","Not available","Adult, Senior","MN","Rochester , MN","44.0121221","-92.4801989"
"987498","NCT02245568","Enrolling by invitation","Drug","All","Interventional","Methuen","Massachusetts","Not available","Child, Adult, Senior","MA","Methuen , MA","42.7262016","-71.1908924"
"987507","NCT00105547","Completed","Drug","All","Interventional","Clearwater","Florida","Not available","Adult, Senior","FL","Clearwater , FL","27.9658533","-82.8001026"
"987516","NCT01584440","Completed","Drug","All","Interventional","Centerville","Ohio","Not available","Adult, Senior","OH","Centerville , OH","39.6283928","-84.1593818"
"987553","NCT02442765","Recruiting","Drug","All","Interventional","Sarasota","Florida","Not available","Adult, Senior","FL","Sarasota , FL","27.3364347","-82.5306527"
"987597","NCT02442778","Recruiting","Drug","All","Interventional","Pensacola","Florida","Not available","Adult, Senior","FL","Pensacola , FL","30.421309","-87.2169149"
"987606","NCT00325728","Completed","Drug","All","Interventional","Tampa","Florida","Not available","Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"987787","NCT00160147","Terminated","Drug","All","Interventional","Austin","Texas","Not available","Adult, Senior","TX","Austin , TX","30.267153","-97.7430608"
"987838","NCT03001557","Recruiting","Drug","All","Interventional","Charleston","South Carolina","Not available","Adult, Senior","SC","Charleston , SC","32.7764749","-79.9310512"
"987899","NCT02569398","Recruiting","Drug","All","Interventional","Columbus","Georgia","Phase 3","Adult, Senior","GA","Columbus , GA","32.4609764","-84.9877094"
"987930","NCT01862640","Completed","Drug","All","Interventional","Toms River","New Jersey","Not available","Adult, Senior","NJ","Toms River , NJ","39.9537358","-74.1979458"
"988000","NCT00056524","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Not available","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"988147","NCT02008357","Recruiting","Drug","All","Interventional","Lexington","Kentucky","Not available","Adult, Senior","KY","Lexington , KY","38.0405837","-84.5037164"
"988212","NCT00297414","Completed","Other","All","Observational","New Hyde Park","New York","Not available","Child, Adult, Senior","NY","New Hyde Park , NY","40.7351018","-73.6879082"
"988228","NCT00088673","Unknown status","Drug","All","Interventional","Orangeburg","New York","Not available","Adult, Senior","NY","Orangeburg , NY","41.0464858","-73.9495818"
"988253","NCT00937352","Terminated","Drug","All","Interventional","Walnut Creek","California","Not available","Adult, Senior","CA","Walnut Creek , CA","37.9100783","-122.0651819"
"988262","NCT00555204","Terminated","Drug","All","Interventional","Staten Island","New York","Not available","Adult, Senior","NY","Staten Island , NY","40.5795317","-74.1502007"
"988316","NCT00663936","Completed","Drug","All","Interventional","Waukesha","Wisconsin","Not available","Adult, Senior","WI","Waukesha , WI","43.0116784","-88.2314813"
"988335","NCT02079909","Completed","Drug","All","Interventional","Amherst","New York","Not available","Adult, Senior","NY","Amherst , NY","42.9790067","-78.792272"
"988360","NCT02565511","Recruiting","Biological","All","Interventional","Houston","Texas","Phase 3","Adult, Senior","TX","Houston , TX","29.7604267","-95.3698028"
"988457","NCT00040378","Unknown status","Drug","Male","Interventional","Detroit","Michigan","Not available","Adult, Senior","MI","Detroit , MI","42.331427","-83.0457538"
"988463","NCT01767311","Active, not recruiting","Drug","All","Interventional","Elkhart","Indiana","Not available","Adult, Senior","IN","Elkhart , IN","41.6819935","-85.9766671"
"988474","NCT00053599","Completed","Drug","All","Interventional","Syracuse","New York","Not available","Adult, Senior","NY","Syracuse , NY","43.0481221","-76.1474244"
"988495","NCT02586909","Enrolling by invitation","Drug","All","Interventional","Mount Arlington","New Jersey","Not available","Adult, Senior","NJ","Mount Arlington , NJ","40.9259319","-74.6348828"
"988511","NCT02615002","Recruiting","Drug","All","Interventional","Baltimore","Maryland","Not available","Adult, Senior","MD","Baltimore , MD","39.2903848","-76.6121893"
"988613","NCT00277810","Completed","Drug","All","Interventional","Bennington","Vermont","Phase 3","Adult, Senior","VT","Bennington , VT","42.8781345","-73.1967741"
"988707","NCT00000172","Completed","Drug","All","Interventional","Summit","New Jersey","Not available","Child, Adult, Senior","NJ","Summit , NJ","40.7146376","-74.3646122"
"988714","NCT00093951","Completed","Drug","All","Interventional","Shreveport","Louisiana","Not available","Adult, Senior","LA","Shreveport , LA","32.5251516","-93.7501789"
"988753","NCT02916056","Enrolling by invitation","Drug","All","Interventional","Princeton","New Jersey","Not available","Adult, Senior","NJ","Princeton , NJ","40.3572976","-74.6672226"
"988796","NCT02080364","Active, not recruiting","Drug","All","Interventional","Orlando","Florida","Not available","Adult, Senior","FL","Orlando , FL","28.5383355","-81.3792365"
"988925","NCT00838110","Completed","Drug","All","Interventional","Elkhart","Indiana","Not available","Adult, Senior","IN","Elkhart , IN","41.6819935","-85.9766671"
"988936","NCT02585934","Completed","Drug","All","Interventional","Las Vegas","Nevada","Not available","Adult, Senior","NV","Las Vegas , NV","36.1699412","-115.1398296"
"989016","NCT01689233","Completed","Drug","All","Interventional","Elk Grove","Illinois","Not available","Child, Adult, Senior","IL","Elk Grove , IL","42.0039178","-87.9703461"
"989021","NCT02956486","Recruiting","Drug","All","Interventional","Northbrook","Illinois","Not available","Adult, Senior","IL","Northbrook , IL","42.1275267","-87.8289548"
"989023","NCT03036280","Recruiting","Drug","All","Interventional","Schaumburg","Illinois","Not available","Adult, Senior","IL","Schaumburg , IL","42.0333607","-88.0834059"
"989027","NCT00230568","Completed","Drug","All","Interventional","Houston","Texas","Not available","Adult, Senior","TX","Houston , TX","29.7604267","-95.3698028"
"989124","NCT02880956","Recruiting","Drug","All","Interventional","Portland","Oregon","Not available","Adult, Senior","OR","Portland , OR","45.5230622","-122.6764815"
"989244","NCT02245737","Active, not recruiting","Drug","All","Interventional","West Palm Beach","Florida","Phase 3","Adult, Senior","FL","West Palm Beach , FL","26.7153424","-80.0533746"
"989351","NCT02580305","Recruiting","Drug","All","Interventional","Paducah","Kentucky","Not available","Adult, Senior","KY","Paducah , KY","37.0833893","-88.6000478"
"989376","NCT00348140","Completed","Drug","All","Interventional","Oklahoma City","Oklahoma","Not available","Adult, Senior","OK","Oklahoma City , OK","35.4675602","-97.5164276"
"989472","NCT00004845","Completed","Drug","All","Interventional","Pittsburgh","Pennsylvania","Phase 3","Adult, Senior","PA","Pittsburgh , PA","40.4406248","-79.9958864"
"989541","NCT00818662","Completed","Biological","All","Interventional","N. Charleston","South Carolina","Not available","Adult, Senior","SC","N. Charleston , SC","32.8546197","-79.9748103"
"989545","NCT00829374","Completed","Drug","All","Interventional","Ann Arbor","Michigan","Not available","Adult, Senior","MI","Ann Arbor , MI","42.2808256","-83.7430378"
"989594","NCT01900665","Terminated","Drug","All","Interventional","New Haven","Connecticut","Not available","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"989759","NCT00594568","Completed","Drug","All","Interventional","St Louis","Missouri","Not available","Adult, Senior","MO","St Louis , MO","38.6270025","-90.1994042"
"989764","NCT00428090","Completed","Drug","All","Interventional","Jenkintown","Pennsylvania","Not available","Adult, Senior","PA","Jenkintown , PA","40.0959438","-75.1251743"
"989824","NCT00905372","Completed","Drug","All","Interventional","Baltimore","Maryland","Not available","Adult, Senior","MD","Baltimore , MD","39.2903848","-76.6121893"
"989926","NCT01127633","Terminated","Drug","All","Interventional","Decatur","Georgia","Not available","Adult, Senior","GA","Decatur , GA","33.7748275","-84.2963123"
"989979","NCT00056225","Completed","Drug","All","Interventional","Pittsburgh","Pennsylvania","Not available","Adult, Senior","PA","Pittsburgh , PA","40.4406248","-79.9958864"
"990048","NCT01524887","Terminated","Biological","All","Interventional","Houston","Texas","Not available","Adult, Senior","TX","Houston , TX","29.7604267","-95.3698028"
"990145","NCT00672945","Terminated","Drug","All","Interventional","East Providence","Rhode Island","Not available","Adult, Senior","RI","East Providence , RI","41.8137116","-71.3700545"
"990206","NCT00231946","Completed","Drug","All","Interventional","Royal Oak","Michigan","Not available","Adult, Senior","MI","Royal Oak , MI","42.4894801","-83.1446485"
"990209","NCT02760602","Terminated","Drug","All","Interventional","Sarasota","Florida","Not available","Adult, Senior","FL","Sarasota , FL","27.3364347","-82.5306527"
"990253","NCT00693004","Terminated","Drug","All","Interventional","Williamsburg","Virginia","Not available","Adult, Senior","VA","Williamsburg , VA","37.2707022","-76.7074571"
"990264","NCT00151398","Completed","Drug","All","Interventional","Memphis","Tennessee","Not available","Adult, Senior","TN","Memphis , TN","35.1495343","-90.0489801"
"990287","NCT02006641","Completed","Drug","All","Interventional","Staten Island","New York","Not available","Adult, Senior","NY","Staten Island , NY","40.5795317","-74.1502007"
"990341","NCT02484547","Recruiting","Drug","All","Interventional","Atlanta","Georgia","Not available","Adult, Senior","GA","Atlanta , GA","33.7489954","-84.3879824"
"990477","NCT02477800","Recruiting","Drug","All","Interventional","Lexington","Kentucky","Not available","Adult, Senior","KY","Lexington , KY","38.0405837","-84.5037164"
"990542","NCT00440050","Completed","Drug","All","Interventional","Albany","New York","Not available","Adult, Senior","NY","Albany , NY","42.6525793","-73.7562317"
"990633","NCT02051608","Active, not recruiting","Drug","All","Interventional","Willow Grove","Pennsylvania","Not available","Adult, Senior","PA","Willow Grove , PA","40.1439985","-75.1157286"
"990652","NCT00257673","Completed","Drug","All","Interventional","Shreveport","Louisiana","Not available","Adult, Senior","LA","Shreveport , LA","32.5251516","-93.7501789"
"990691","NCT00087724","Terminated","Drug","All","Interventional","Wichita","Kansas","Not available","Adult, Senior","KS","Wichita , KS","37.6871761","-97.330053"
"990714","NCT00676143","Terminated","Drug","All","Interventional","Palm Beach Gardens","Florida","Not available","Adult, Senior","FL","Palm Beach Gardens , FL","26.8233946","-80.1386547"
"990734","NCT00359944","Completed","Drug","All","Interventional","Williamsburg","Virginia","Not available","Adult, Senior","VA","Williamsburg , VA","37.2707022","-76.7074571"
"990745","NCT00895895","Terminated","Drug","All","Interventional","Portland","Oregon","Not available","Adult, Senior","OR","Portland , OR","45.5230622","-122.6764815"
"990865","NCT01955161","Completed","Drug","All","Interventional","Manhasset","New York","Not available","Adult, Senior","NY","Manhasset , NY","40.7978787","-73.6995749"
"990873","NCT00998764","Terminated","Drug","All","Interventional","Pittsfield","Massachusetts","Not available","Adult, Senior","MA","Pittsfield , MA","42.4500845","-73.2453824"
"990887","NCT00575055","Completed","Drug","All","Interventional","Sherman Oaks","California","Not available","Adult, Senior","CA","Sherman Oaks , CA","34.1489719","-118.451357"
"990913","NCT00090116","Completed","Drug","All","Interventional","Charleston","South Carolina","Not available","Adult, Senior","SC","Charleston , SC","32.7764749","-79.9310512"
"990974","NCT01723826","Completed","Drug","All","Interventional","Eatontown","New Jersey","Not available","Adult, Senior","NJ","Eatontown , NJ","40.2962222","-74.0509725"
"991031","NCT00939783","Terminated","Drug","All","Interventional","Wichita","Kansas","Not available","Adult, Senior","KS","Wichita , KS","37.6871761","-97.330053"
"991054","NCT01343966","Completed","Drug","All","Interventional","Raleigh","North Carolina","Not available","Adult, Senior","NC","Raleigh , NC","35.7795897","-78.6381787"
"991116","NCT02670083","Recruiting","Drug","All","Interventional","Jacksonville","Florida","Not available","Adult, Senior","FL","Jacksonville , FL","30.3321838","-81.655651"
"991187","NCT01677754","Completed","Drug","All","Interventional","Raleigh","North Carolina","Not available","Adult, Senior","NC","Raleigh , NC","35.7795897","-78.6381787"
"991249","NCT02079246","Completed","Drug","All","Interventional","Freeport","Maine","Not available","Adult, Senior","ME","Freeport , ME","43.8570065","-70.1031201"
"991252","NCT00890890","Terminated","Drug","All","Interventional","New York","New York","Not available","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"991488","NCT00810147","Completed","Drug","All","Interventional","Providence","Rhode Island","Not available","Adult, Senior","RI","Providence , RI","41.8239891","-71.4128343"
"991579","NCT02783573","Recruiting","Drug","All","Interventional","Hollywood","Florida","Not available","Adult, Senior","FL","Hollywood , FL","26.0112014","-80.1494901"
"991607","NCT00506415","Completed","Drug","All","Interventional","Flushing","Michigan","Not available","Adult, Senior","MI","Flushing , MI","43.0630833","-83.8510732"
"991608","NCT00571064","Completed","Drug","All","Interventional","East Providence","Rhode Island","Not available","Adult, Senior","RI","East Providence , RI","41.8137116","-71.3700545"
"991669","NCT02791191","Recruiting","Drug","All","Interventional","Eatontown","New Jersey","Not available","Adult, Senior","NJ","Eatontown , NJ","40.2962222","-74.0509725"
"991726","NCT01766336","Terminated","Drug","All","Interventional","Portland","Oregon","Not available","Adult, Senior","OR","Portland , OR","45.5230622","-122.6764815"
"991846","NCT01735630","Completed","Drug","All","Interventional","Paw Paw","Michigan","Not available","Adult, Senior","MI","Paw Paw , MI","42.2178171","-85.8911246"
"991852","NCT00948766","Completed","Drug","All","Interventional","Kansas City","Kansas","Not available","Adult, Senior","KS","Kansas City , KS","39.114053","-94.6274636"
"991893","NCT02004392","Terminated","Drug","All","Interventional","Plymouth","Massachusetts","Not available","Adult, Senior","MA","Plymouth , MA","41.9584457","-70.6672621"
"991908","NCT01969136","Terminated","Drug","All","Interventional","Shaker Heights","Ohio","Not available","Adult, Senior","OH","Shaker Heights , OH","41.4739419","-81.5370671"
"991920","NCT01969123","Terminated","Drug","All","Interventional","Staten Island","New York","Not available","Adult, Senior","NY","Staten Island , NY","40.5795317","-74.1502007"
"991974","NCT00071721","Completed","Drug","All","Interventional","Olean","New York","Not available","Adult, Senior","NY","Olean , NY","42.083639","-78.429927"
"991982","NCT01931566","Active, not recruiting","Drug","All","Interventional","Houston","Texas","Not available","Adult, Senior","TX","Houston , TX","29.7604267","-95.3698028"
"992079","NCT00103649","Completed","Drug","All","Interventional","Tampa","Florida","Not available","Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"992260","NCT00153010","Completed","Drug","All","Interventional","LaGrange","Illinois","Not available","Adult, Senior","IL","LaGrange , IL","41.8050314","-87.8692254"
"992261","NCT00036114","Completed","Drug","All","Interventional","Portland","Oregon","Not available","Adult, Senior","OR","Portland , OR","45.5230622","-122.6764815"
"992381","NCT00322153","Completed","Drug","All","Interventional","Jenkintown","Pennsylvania","Not available","Adult, Senior","PA","Jenkintown , PA","40.0959438","-75.1251743"
"992441","NCT02992132","Recruiting","Drug","All","Interventional","Spokane","Washington","Not available","Adult, Senior","WA","Spokane , WA","47.6587802","-117.4260465"
"992456","NCT02322021","Active, not recruiting","Drug","All","Interventional","Dallas","Texas","Not available","Adult, Senior","TX","Dallas , TX","32.7766642","-96.7969879"
"992555","NCT00006187","Terminated","Drug","All","Interventional","Seattle","Washington","Not available","Adult, Senior","WA","Seattle , WA","47.6062095","-122.3320708"
"992621","NCT00490568","Terminated","Drug","All","Interventional","Columbus","Ohio","Not available","Adult, Senior","OH","Columbus , OH","39.9611755","-82.9987942"
"992686","NCT01035138","Completed","Drug","All","Interventional","Winston-Salem","North Carolina","Not available","Adult, Senior","NC","Winston-Salem , NC","36.0998596","-80.244216"
"992753","NCT00380276","Terminated","Drug","All","Interventional","Indianapolis","Indiana","Not available","Adult, Senior","IN","Indianapolis , IN","39.768403","-86.158068"
"992871","NCT01741194","Completed","Drug","All","Interventional","Orlando","Florida","Phase 3","Senior","FL","Orlando , FL","28.5383355","-81.3792365"
"993000","NCT00151502","Completed","Drug","All","Interventional","Austin","Texas","Not available","Adult, Senior","TX","Austin , TX","30.267153","-97.7430608"
"993051","NCT00000173","Completed","Drug","All","Interventional","St. Louis","Missouri","Not available","Adult, Senior","MO","St. Louis , MO","38.6270025","-90.1994042"
"993118","NCT02245568","Enrolling by invitation","Drug","All","Interventional","Rochester","Minnesota","Not available","Child, Adult, Senior","MN","Rochester , MN","44.0121221","-92.4801989"
