"nct_number","locnum","state","city","institution"
"NCT02918539",25," Florida"," Miami","Homestead Associates in Research"
"NCT02918539",26," Florida"," Miami","Dade Research Center"
"NCT02918539",27," Florida"," Miami"," Corp.,United Clinical Research"
"NCT02918539",28," Florida"," Miami","Advanced Medical Research Institute (AMRI)"
"NCT02918539",29," Florida"," Miami","New Horizon Research Center"
"NCT02918539",30," Florida"," North Bay Village","Bravo Health Care Center"
"NCT02918539",31," Florida"," North Palm Beach"," MD,Laszlo J. Mate"
"NCT02918539",32," Florida"," Pembroke Pines","Pines Care Research Center"
"NCT02918539",33," Florida"," Port Charlotte"," LLC,Neurostudies.net"
"NCT02918539",34," Florida"," Port Orange","Progressive Medical Research"
"NCT02918539",35," Florida"," Saint Petersburg"," Inc.,Suncoast Neuroscience Associates"
"NCT02918539",36," Florida"," Tampa","Olympian Clinical Research - South Tampa Office"
"NCT02918539",37," Florida"," Tampa","Tampa Neurology Associates"
"NCT02918539",38," Florida"," Tampa","University of South Florida Health Byrd Alzheimer's Institute"
"NCT02918539",39," Florida"," Venice"," Inc.,Lovelance Scientific Resources"
"NCT02918539",40," Florida"," Winter Park"," MRI Facility,Sand Lake Imaging"
"NCT02918539",41," Georgia"," Atlanta","Doctors Clinical Research"
"NCT02918539",42," Georgia"," Decatur","iResearch Atlanta"
"NCT02918539",43," Indiana"," Anderson","Community Hospital of Anderson and Madison Country"
"NCT02918539",44," Indiana"," Avon","American Health Network of Indiana"
"NCT02918539",45," Indiana"," Franklin"," LLC,American Health Network of Indiana"
"NCT02918539",46," Kansas"," Topeka","Cotton O'Neil Clinical Research Center"
"NCT02918539",47," Maryland"," Baltimore","Sheppard Pratt Health System"
"NCT02918539",48," Maryland"," Baltimore","Spectrum Clinical Research"
"NCT02918539",49," Massachusetts"," Brookline","Boston Center for Memory"
"NCT02918539",50," Michigan"," East Lansing","Michigan State University"
"NCT02918539",51," Mississippi"," Hattiesburg","Hattiesburg Clinic"
"NCT02918539",52," Missouri"," Creve Coeur","Millenium Psychiatric Associates"
"NCT02918539",53," Nevada"," Las Vegas","Las Vegas Medical Center"
"NCT02918539",54," New Jersey"," Martinsville","Amici Clinical Research"
"NCT02918539",55," New Jersey"," Springfield","The Cognitive and Research Center of New Jersey"
"NCT02918539",56," New Jersey"," Toms River"," PC,Advanced Memory Research Institute of NJ"
"NCT02918539",57," New Jersey"," West Long Branch"," PA,Neurology Specialists of Monmouth County"
"NCT02918539",58," New York"," Brooklyn","Integrative Clinical Trials"
"NCT02918539",59," New York"," Glens Falls","Adirondack Medical Research"
"NCT02918539",60," New York"," Lake Success","Neurological Associates of Long Island"
"NCT02918539",61," New York"," Staten Island","Richmond Behavioral Associates"
"NCT02918539",62," Ohio"," Dayton","Dayton Center for Neurological Disorders"
"NCT02918539",63," Ohio"," Dublin","Clinical Inquest Center"
"NCT02918539",64," Oklahoma"," Tulsa"," LLC,Tulsa Clinical Research"
"NCT02918539",65," Oregon"," Portland","Legacy Research Institute"
"NCT02918539",66," Pennsylvania"," Jenkintown","Adler Institute for Advanced Imaging"
"NCT02918539",67," Pennsylvania"," Norristown","Pearl Clinical Research"
"NCT02918539",68," Rhode Island"," East Providence","Rhode Island Mood and Memory Research Institute"
"NCT02918539",69," Texas"," Houston","Heights Doctors Clinic"
"NCT02918539",70," Texas"," Houston","Yvonne Kew MD PLLC Neuro-Oncology Clinic"
"NCT02918539",71," Texas"," Lampasas","FMC Science"
"NCT02918539",72," Texas"," Lewisville"," Inc.,The Clinical Research Group"
"NCT02918539",73," Texas"," San Antonio"," LLC,Texas Medical Research Associates"
"NCT02918539",74," Virginia"," Richmond"," Inc.,National Clinical Research-Richmond"
"NCT02918539",75," Wisconsin"," Middleton"," Inc., Research and Education,Dean Foundation for Health"
"NCT02921672",1," Kansas"," Kansas City","University of Kansas Medical Center"
"NCT02925650",1," California"," La Jolla","UCSD Alzheimer's Disease Research Center"
"NCT02925650",2," Indiana"," Indianapolis"," Adult Neurology Clinic,IU Health Partners"
"NCT02925650",3," Missouri"," Brentwood","Washington University Sleep Medicine Center"
"NCT02928211",1," Florida"," West Palm Beach","Neurology Research Institute"
"NCT02947893",1," District of Columbia"," Washington","Georgetown University Medical Center"
"NCT02951598",1," Arizona"," Sun City"," PC,ANI Arizona Neurological Institute Research"
"NCT02951598",2," California"," Anaheim","California Pharmaceutical Research Institute"
"NCT02951598",3," California"," Anaheim","Advanced Research Center"
"NCT02951598",4," California"," Imperial","Sun Valley Research Center"
"NCT02951598",5," California"," Irvine","Global Clinical Trials"
"NCT02951598",6," California"," Irvine","Irvine Clinical Research Center"
"NCT02951598",7," California"," Laguna Hills","Alliance Research Centers"
"NCT02951598",8," California"," Los Alamitos"," Inc,Pacific Clinical Studies"
"NCT02951598",9," California"," Panorama City"," Inc.,California Neurological Services"
"NCT02951598",10," California"," Pasadena","Havana Research Institute"
"NCT02951598",11," California"," Riverside"," Inc.,Clinical Innovations"
"NCT02951598",12," California"," San Bernardino","Breakthrough Clinical Trials"
"NCT02951598",13," California"," Santa Ana","HB Clinical Trials"
"NCT02951598",14," California"," Ventura","Ventura Clinical Trials"
"NCT02951598",15," Colorado"," Englewood","Colorado Neurological Institute"
"NCT02951598",16," Connecticut"," New London"," LLC,Coastal Connecticut Research"
"NCT02951598",17," Florida"," Atlantis","JEM Research Institute"
"NCT02951598",18," Florida"," Aventura","Visionary Investigators Network"
"NCT02951598",19," Florida"," Clearwater","Research Alliance"
"NCT02951598",20," Florida"," Coral Gables","Clinical Research of South Florida"
"NCT02951598",21," Florida"," Coral Gables","Gonzalez Md and Aswad Md Health Service Corp"
"NCT02951598",22," Florida"," Doral","Infinite Clinical Research"
"NCT02951598",23," Florida"," Doral"," LLC.,International Research Partners"
"NCT02951598",24," Florida"," Gainesville","Sarkis Clinical Trials"
"NCT02951598",25," Florida"," Hialeah"," Inc.,Indago Research & Health Center"
"NCT02951598",26," Florida"," Hialeah"," Inc,New Life Medical Research Center"
"NCT02951598",27," Florida"," Hialeah","South Florida Clinical Trials"
"NCT02951598",28," Florida"," Hollywood","Van Buren Medical"
"NCT02951598",29," Florida"," Homestead","Clinical Research of Homestead"
"NCT02951598",30," Florida"," Jacksonville","Jacksonville Center for Clinical Research"
"NCT02951598",31," Florida"," Jacksonville","Universal Neurological Care"
"NCT02951598",32," Florida"," Kissimmee"," LLC,SIH Research"
"NCT02951598",33," Florida"," Lauderdale Lakes","Sunrise Medical Research"
"NCT02951598",34," Florida"," Miami Lakes","Precision Research Organization"
"NCT02951598",35," Florida"," Miami Lakes","Empire Clinical Research"
"NCT02951598",36," Florida"," Miami","Biomed Research Institute"
"NCT02951598",37," Florida"," Miami","Miami Jewish Health Systems"
"NCT02951598",38," Florida"," Miami","Florida International Research Center"
"NCT02951598",39," Florida"," Miami"," LLC,The Neurology Research Group"
"NCT02951598",40," Florida"," Miami","L&C Professional Medical Research Institute"
"NCT02951598",41," Florida"," Miami"," Inc.,Genoma Research Group"
"NCT02951598",42," Florida"," Orange City","Medical Research Group of Central Florida"
"NCT02951598",43," Florida"," Orlando","Combined Research Orlando Phase I-IV LLC"
"NCT02951598",44," Florida"," Orlando","Gutierrez Medical Center"
"NCT02951598",45," Florida"," Ormond Beach","Peninsula Research"
"NCT02951598",46," Florida"," Saint Petersburg","Suncoast Neuroscience Associates"
"NCT02951598",47," Florida"," Tampa","Stedman Clinical Trials"
"NCT02951598",48," Florida"," Weeki Wachee","Asclepes Research Centers Florida"
"NCT02951598",49," Georgia"," Atlanta","Doctors Clinical Research"
"NCT02951598",50," Georgia"," Dawsonville"," LLC,Onsite Clinical Solutions"
"NCT02951598",51," Indiana"," Franklin","American Health Network"
"NCT02951598",52," Indiana"," Jeffersonville"," LLC,American Research"
"NCT02951598",53," Kansas"," Newton","Heartland Research Associates"
"NCT02951598",54," Kentucky"," Lexington","Baptist Physician's Lexington"
"NCT02951598",55," Louisiana"," Alexandria","NeuroMedical Clinic Of Central Louisiana"
"NCT02951598",56," Louisiana"," Baton Rouge"," P.C.,The NeuroMedical Center"
"NCT02951598",57," Maryland"," Catonsville","St. Agnes Medical Group"
"NCT02951598",58," Mississippi"," Hattiesburg","Hattiesburg Clinic"
"NCT02951598",59," Mississippi"," Jackson","University of Mississippi Medical Center"
"NCT02951598",60," New Jersey"," Monroe","Pyramid Clinical Research"
"NCT02951598",61," New York"," Brooklyn"," PC,Healthwise Medical Associates"
"NCT02951598",62," New York"," Brooklyn"," LLC,Integrative Clinical Trials"
"NCT02951598",63," New York"," Lake Placid","Adirondack Medical Center"
"NCT02951598",64," New York"," New Windsor"," PLLC,Mid Hudson Medical Research"
"NCT02951598",65," North Carolina"," Charlotte"," LLC,Onsite Clinical Solutions"
"NCT02951598",66," North Carolina"," Charlotte"," LLC,Onsite Clinical Solutions"
"NCT02951598",67," North Carolina"," Charlotte","Alzheimer's Memory Center"
"NCT02951598",68," North Carolina"," New Bern"," P.A.,Coastal Carolina Healthcare"
"NCT02951598",69," Ohio"," Centerville","Dayton Center for Neurological Disorders"
"NCT02951598",70," Ohio"," Cincinnati","Christ Hospital"
"NCT02951598",71," Ohio"," Wooster","Family Practice Center Of Wooster"
"NCT02951598",72," Oklahoma"," Oklahoma City","Lynn Health Science Institute"
"NCT02951598",73," Pennsylvania"," Philadelphia","Thomas Jefferson University"
"NCT02951598",74," Tennessee"," Cordova","Wesley Neurology Clinic"
"NCT02951598",75," Tennessee"," Knoxville"," P.C.,Clinical Research Solutions"
"NCT02951598",76," Texas"," Carrollton","Lakeside Life Center"
"NCT02951598",77," Texas"," Dallas","University Of Texas Southwestern at Dallas Children's Med Ctr"
"NCT02951598",78," Texas"," Fort Worth","Medical Group of Texas"
"NCT02951598",79," Texas"," Frisco","The Clinical Research Group"
"NCT02951598",80," Texas"," Greenville","Dallas Clinical Research"
"NCT02951598",81," Texas"," Highlands"," P.A.,Highlands Medical Associates"
"NCT02951598",82," Texas"," Irving","University Hills Clinical Research"
"NCT02951598",83," Texas"," Lewisville","North Pointe Psychiatry"
"NCT02951598",84," Washington"," Spokane","Premier Clinical Research"
"NCT02956486",1," California","Costa Mesa","NA"
"NCT02956486",2," California","Fullerton","NA"
"NCT02956486",3," California","Irvine","NA"
"NCT02956486",4," California","Oceanside","NA"
"NCT02956486",5," California","Oxnard","NA"
"NCT02956486",6," California","San Diego","NA"
"NCT02956486",7," California","San Marcos","NA"
"NCT02956486",8," California","Yorba Linda","NA"
"NCT02956486",9," Colorado","Denver","NA"
"NCT02956486",10," Florida","Atlantis","NA"
"NCT02956486",11," Florida","Aventura","NA"
"NCT02956486",12," Florida","Boynton Beach","NA"
"NCT02956486",13," Florida","Brooksville","NA"
"NCT02956486",14," Florida","Coral Gables","NA"
"NCT02956486",15," Florida","Deerfield Beach","NA"
"NCT02956486",16," Florida","Delray Beach","NA"
"NCT02956486",17," Florida","Doral","NA"
"NCT02956486",18," Florida","Hialeah","NA"
"NCT02956486",19," Florida","Lake Worth","NA"
"NCT02956486",20," Florida","Melbourne","NA"
"NCT02956486",21," Florida","Miami","NA"
"NCT02956486",22," Florida","Miami","NA"
"NCT02956486",23," Florida","Orlando","NA"
"NCT02956486",24," Florida","Palm Beach Gardens","NA"
"NCT02956486",25," Florida","Port Charlotte","NA"
"NCT02956486",26," Florida","Tampa","NA"
"NCT02956486",27," Florida","Tampa","NA"
"NCT02956486",28," Florida","The Villages","NA"
"NCT02956486",29," Georgia","Atlanta","NA"
"NCT02956486",30," Georgia","Decatur","NA"
"NCT02956486",31," Georgia","Suwanee","NA"
"NCT02956486",32," Idaho","Meridian","NA"
"NCT02956486",33," Illinois","Northbrook","NA"
"NCT02956486",34," Illinois","Springfield","NA"
"NCT02956486",35," Kansas","Wichita","NA"
"NCT02956486",36," Massachusetts","Boston","NA"
"NCT02956486",37," Michigan","Farmington Hills","NA"
"NCT02956486",38," Missouri","O'Fallon","NA"
"NCT02956486",39," Missouri","St. Louis","NA"
"NCT02956486",40," New Jersey","Mt Arlington","NA"
"NCT02956486",41," New Jersey","Princeton","NA"
"NCT02956486",42," New Jersey","Springfield","NA"
"NCT02956486",43," New Jersey","Toms River","NA"
"NCT02956486",44," New Jersey","West Long Branch","NA"
"NCT02956486",45," New York","Brooklyn","NA"
"NCT02956486",46," New York","New York","NA"
"NCT02956486",47," Ohio","Canton","NA"
"NCT02956486",48," Ohio","Centerville","NA"
"NCT02956486",49," Ohio","Cleveland","NA"
"NCT02956486",50," Ohio","Dayton","NA"
"NCT02956486",51," Oklahoma","Oklahoma City","NA"
"NCT02956486",52," Oregon","Portland","NA"
"NCT02956486",53," Pennsylvania","Jenkintown","NA"
"NCT02956486",54," Pennsylvania","Philadelphia","NA"
"NCT02956486",55," Rhode Island","East Providence","NA"
"NCT02956486",56," Rhode Island","Lincoln","NA"
"NCT02956486",57," South Carolina","Port Royal","NA"
"NCT02956486",58," Tennessee","Cordova","NA"
"NCT02956486",59," Tennessee","Nashville","NA"
"NCT02956486",60," Texas","Austin","NA"
"NCT02956486",61," Texas","Dallas","NA"
"NCT02956486",62," Texas","Houston","NA"
"NCT02956486",63," Texas","San Antonio","NA"
"NCT02956486",64," Utah","Bennington","NA"
"NCT02956486",65," Utah","Salt Lake City","NA"
"NCT02956486",66," Washington","Richland","NA"
"NCT02957227",1," Massachusetts"," Jamaica Plain","VA Boston Healthcare"
"NCT02958930",1," Florida"," Tampa"," University of South Florida,Byrd Alzheimer's Institute"
"NCT02959489",1," Massachusetts"," Boston","Brigham and Women's Hospital"
"NCT02959489",2," Michigan"," Ann Arbor","University of Michigan"
"NCT02959489",3," North Carolina"," Durham","Duke University"
"NCT02959489",4," Pennsylvania"," Philadelphia","University of Pennsylvania"
"NCT02963415",1," Minnesota"," Minneapolis","University of Minnesota"
"NCT02968719",1," Arizona"," Phoenix","Celerion"
"NCT02972658",1," Arizona"," Phoenix","Banner Alzheimer's Institute"
"NCT02972658",2," Arizona"," Tucson","Territory Neurology & Research Institute"
"NCT02972658",3," California"," Laguna Hills"," Inc.,Senior Clinical Trials"
"NCT02972658",4," California"," San Diego","Pacific Research Network Inc."
"NCT02972658",5," Colorado"," Denver","Mile High Research Center"
"NCT02972658",6," Connecticut"," New Haven","Institute For Neurodegenerative Disorders"
"NCT02972658",7," Florida"," Delray Beach","Brain Matters Research"
"NCT02972658",8," Florida"," Orlando","Compass Research"
"NCT02972658",9," Florida"," Palmetto Bay"," Inc.,IMIC"
"NCT02972658",10," Florida"," Saint Petersburg","Suncoast Neuroscience Associates"
"NCT02972658",11," Florida"," Sarasota","Roskamp Institute"
"NCT02972658",12," Florida"," Sunrise","Infinity Clinical Reserach . LLC"
"NCT02972658",13," Florida"," West Palm Beach","Premiere Research Institute at Palm Beach Neurology"
"NCT02972658",14," Georgia"," Atlanta","The Multiple Sclerosis Center of Atlanta"
"NCT02972658",15," Illinois"," Chicago","University of Chicago Medical Center"
"NCT02972658",16," Massachusetts"," Methuen"," Inc,ActivMed Practices & Research"
"NCT02972658",17," Massachusetts"," Newton","Boston Center for Memory"
"NCT02972658",18," Mississippi"," Hattiesburg"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT02972658",19," Mississippi"," Hattiesburg","Hattiesburg Clinic"
"NCT02972658",20," Missouri"," Creve Coeur","Millenium Psychiatric Associates LLC"
"NCT02972658",21," New Jersey"," Eatontown"," Inc.,Memory Enhancement Center of America"
"NCT02972658",22," New Jersey"," Springfield","The Cognitive and Research Center of NJ"
"NCT02972658",23," New Jersey"," Toms River","Advanced Memory Research Institute of New Jersey"
"NCT02972658",24," New York"," Brooklyn"," LLC,Integrative Clinical Trials"
"NCT02972658",25," New York"," New York","Columbia University College of Phys & Surgeons"
"NCT02972658",26," New York"," Rochester","University of Rochester School of Medicine"
"NCT02972658",27," Ohio"," Columbus","Ohio State University Medical Center"
"NCT02972658",28," Rhode Island"," East Providence","Rhode Island Mood & Memory Research Institute"
"NCT02972658",29," Tennessee"," Johnson City"," East TN State University,Quillen College of Medicine"
"NCT02972658",30," Vermont"," Bennington","The Memory Clinic"
"NCT02984540",1," North Carolina"," Winston-Salem","Wake Forest Baptist Health"
"NCT02992132",1," California","Costa Mesa","NA"
"NCT02992132",2," California","Fresno","NA"
"NCT02992132",3," California","Fullerton","NA"
"NCT02992132",4," California","Los Angeles","NA"
"NCT02992132",5," California","Pasadena","NA"
"NCT02992132",6," California","San Diego","NA"
"NCT02992132",7," Connecticut","Danbury","NA"
"NCT02992132",8," District of Columbia"," D.C.","Washington"
"NCT02992132",9," Florida","Boca Raton","NA"
"NCT02992132",10," Florida","Deerfield Beach","NA"
"NCT02992132",11," Florida","Miami","NA"
"NCT02992132",12," Florida","Naples","NA"
"NCT02992132",13," Georgia","Atlanta","NA"
"NCT02992132",14," Maine","Bangor","NA"
"NCT02992132",15," Massachusetts","Quincy","NA"
"NCT02992132",16," Michigan","Clinton","NA"
"NCT02992132",17," Mississippi","Flowood","NA"
"NCT02992132",18," Mississippi","Jackson","NA"
"NCT02992132",19," New Jersey","Eatontown","NA"
"NCT02992132",20," New Jersey","Marlton","NA"
"NCT02992132",21," New Jersey","Toms River","NA"
"NCT02992132",22," New Mexico","Albuquerque","NA"
"NCT02992132",23," North Carolina","Charlotte","NA"
"NCT02992132",24," Oklahoma","Oklahoma City","NA"
"NCT02992132",25," Oregon","Medford","NA"
"NCT02992132",26," Pennsylvania","Jenkintown","NA"
"NCT02992132",27," Pennsylvania","Norristown","NA"
"NCT02992132",28," Pennsylvania","Willow Grove","NA"
"NCT02992132",29," South Carolina","Charleston","NA"
"NCT02992132",30," Tennessee","Nashville","NA"
"NCT02992132",31," Texas","DeSoto","NA"
"NCT02992132",32," Utah","Salt Lake City","NA"
"NCT02992132",33," Washington","Spokane","NA"
"NCT03001557",1," Arizona"," Gilbert"," Inc. - Kenmore - Radiant,Clinical Research Advantage"
"NCT03001557",2," Arkansas"," Little Rock","Baptist Health Center for Clinical Research"
"NCT03001557",3," Arkansas"," Little Rock","Woodland International Research Group LLC"
"NCT03001557",4," Arkansas"," Rogers","Woodland Research Northwest LLC"
"NCT03001557",5," California"," Costa Mesa","ATP Clinical Research"
"NCT03001557",6," California"," Fullerton","Neurology Center of North Orange County"
"NCT03001557",7," California"," Glendale","Behavioral Research Specialists"
"NCT03001557",8," California"," Irvine","Nervepro Research"
"NCT03001557",9," California"," San Diego","Pacific Research Network Inc"
"NCT03001557",10," Florida"," Bradenton","Bradenton Research Center Inc"
"NCT03001557",11," Florida"," Brooksville","Meridien Research"
"NCT03001557",12," Florida"," Hallandale Beach","MD Clinical"
"NCT03001557",13," Florida"," Miami Lakes","Panax Clinical Research"
"NCT03001557",14," Florida"," Miami","Phoenix Medical Research"
"NCT03001557",15," Florida"," Ormond Beach","Neurology Associates of Ormond Beach"
"NCT03001557",16," Florida"," Palm Beach Gardens","Palm Beach Neurological Center"
"NCT03001557",17," Florida"," Sunrise","Infinity Clinical Research"
"NCT03001557",18," Florida"," Tampa","Stedman Clinical Trials"
"NCT03001557",19," Florida"," Tampa","University of South Florida"
"NCT03001557",20," Georgia"," Atlanta","Atlanta Center for Medical Research"
"NCT03001557",21," Georgia"," Atlanta","NeuroTrials Research Inc."
"NCT03001557",22," Kansas"," Wichita"," LLC,Heartland Research Associates"
"NCT03001557",23," Massachusetts"," Belmont","McLean Hospital"
"NCT03001557",24," Mississippi"," Flowood","Precise Research Centers"
"NCT03001557",25," Nevada"," Las Vegas","Clinical Research Center of Nevada"
"NCT03001557",26," New Jersey"," Toms River","Advanced Memory Research Institute of NJ"
"NCT03001557",27," North Carolina"," Charlotte"," PLLC dba Alzheimer's Memory Center,ANI Neurology"
"NCT03001557",28," North Carolina"," Raleigh"," LLC,Wake Research Associates"
"NCT03001557",29," North Carolina"," Rocky Mount","PMG Research of Rocky Mount"
"NCT03001557",30," Ohio"," Dayton"," Inc.,Neurology Diagnostics"
"NCT03001557",31," Pennsylvania"," Norristown","Pearl Clinical Research"
"NCT03001557",32," South Carolina"," Charleston","Roper St. Francis Healthcare"
"NCT03001557",33," South Carolina"," Greer"," Inc. - Greer,Radiant Research"
"NCT03001557",34," South Carolina"," Port Royal","Coastal Neurology"
"NCT03008161",1," California"," Long Beach","Collaborative Neuroscience Network"
"NCT03008161",2," California"," Simi Valley","Southern California Research"
"NCT03008161",3," Connecticut"," Fairfield","Associated Neurologists of Southern Connecticut"
"NCT03008161",4," Florida"," Atlantis","JEM Research Institute"
"NCT03008161",5," Florida"," Hialeah","Indago Research and Health Center"
"NCT03008161",6," Florida"," Lake Worth","Alzheimer's Research and Treatment Center"
"NCT03008161",7," Florida"," Miami","Miami Jewish Health Systems"
"NCT03008161",8," Florida"," Orange City","Medical Research Group of Central Florida"
"NCT03008161",9," Florida"," Orlando","Compass Research"
"NCT03008161",10," Florida"," Tampa","Axiom Clinical Research"
"NCT03008161",11," Florida"," The Villages","Compass-The Villages"
"NCT03008161",12," Georgia"," Columbus","Medical Research and Health Education Foundation"
"NCT03008161",13," Georgia"," Decatur","NeuroStudies LLC"
"NCT03008161",14," New Jersey"," Princeton","Princeton Medical Institute"
"NCT03008161",15," New York"," Albany","Neurological Associates of Albany"
"NCT03008161",16," New York"," Brooklyn"," Inc.,Integrative Clinical Trials"
"NCT03008161",17," North Carolina"," Charlotte","Alzheimer's Memory Center"
"NCT03008161",18," Pennsylvania"," Allentown","Lehigh Center for Clinical Research"
"NCT03016702",1," North Carolina"," Durham","Duke University Medical Center"
"NCT03019536",1," Arizona"," Phoenix","Barrow Neurological Institute"
"NCT03019536",2," Florida"," Melbourne","Compass Research"
"NCT03019536",3," Florida"," Orlando","Compass Research"
"NCT03019536",4," Florida"," Port Orange","Progressive Medical Research"
"NCT03019536",5," Florida"," The Villages","Compass Research"
"NCT03019536",6," Indiana"," Indianapolis","Indiana Clincial and Translational Sciences Institute (CTSI)"
"NCT03019536",7," Louisiana"," Baton Rouge","Pennington Biomedical Research Center"
"NCT03019536",8," New Jersey"," Marlton","PRA Health Sciences"
"NCT03019536",9," New Jersey"," Princeton","Princeton Medical Institute"
"NCT03019536",10," Ohio"," Columbus","The Ohio State University"
"NCT03019757",1," Ohio"," Columbus","The Ohio State University"
"NCT03024944",1," New York"," New York","Columbia University Medical Center"
"NCT03030105",1," Texas"," Austin"," LLC,ICON Early Phase Services"
"NCT03033875",1," Georgia"," Atlanta","Emory University"
"NCT03035201",1," North Carolina"," Winston-Salem","Wake Forest School of Medicine"
"NCT03036280",1," Arizona","Phoenix","NA"
"NCT03036280",2," California","Bellflower","NA"
"NCT03036280",3," California","Glendale","NA"
"NCT03036280",4," California","La Jolla","NA"
"NCT03036280",5," California","Lomita","NA"
"NCT03036280",6," California","Los Angeles","NA"
"NCT03036280",7," California","Oceanside","NA"
"NCT03036280",8," California","Orange","NA"
"NCT03036280",9," California","Riverside","NA"
"NCT03036280",10," California","Santa Ana","NA"
"NCT03036280",11," California","Santa Monica","NA"
"NCT03036280",12," Florida","Aventura","NA"
"NCT03036280",13," Florida","Bradenton","NA"
"NCT03036280",14," Florida","Doral","NA"
"NCT03036280",15," Florida","Hialeah","NA"
"NCT03036280",16," Florida","Jacksonville","NA"
"NCT03036280",17," Florida","Lake Worth","NA"
"NCT03036280",18," Florida","Maitland","NA"
"NCT03036280",19," Florida","Miami Lakes","NA"
"NCT03036280",20," Florida","Miami Springs","NA"
"NCT03036280",21," Florida","Miami","NA"
"NCT03036280",22," Florida","North Miami","NA"
"NCT03036280",23," Florida","Ocala","NA"
"NCT03036280",24," Florida","Orange City","NA"
"NCT03036280",25," Florida","Orlando","NA"
"NCT03036280",26," Florida","Ormond Beach","NA"
"NCT03036280",27," Florida","Palmetto Bay","NA"
"NCT03036280",28," Florida","Pembroke Pines","NA"
"NCT03036280",29," Florida","St. Petersburg","NA"
"NCT03036280",30," Florida","West Palm Beach","NA"
"NCT03036280",31," Georgia","Decatur","NA"
"NCT03036280",32," Illinois","Chicago","NA"
"NCT03036280",33," Illinois","Schaumburg","NA"
"NCT03036280",34," Kansas","Wichita","NA"
"NCT03036280",35," Massachusetts","Newton","NA"
"NCT03036280",36," Massachusetts","Plymouth","NA"
"NCT03036280",37," Missouri","Creve Coeur","NA"
"NCT03036280",38," Nevada","Las Vegas","NA"
"NCT03036280",39," New Jersey","Toms River","NA"
"NCT03036280",40," New Jersey","Toms River","NA"
"NCT03036280",41," New York","Manhassel","NA"
"NCT03036280",42," New York","Staten Island","NA"
"NCT03036280",43," New York","Woodmere","NA"
"NCT03036280",44," North Carolina","Charlotte","NA"
"NCT03036280",45," Ohio","Shaker Heights","NA"
"NCT03036280",46," Oklahoma","Oklahoma City","NA"
"NCT03036280",47," Oregon","Portland","NA"
"NCT03036280",48," Pennsylvania","Norristown","NA"
"NCT03036280",49," Pennsylvania","Plains","NA"
"NCT03036280",50," Pennsylvania","Whitehall","NA"
"NCT03036280",51," Tennessee","Knoxville","NA"
"NCT03036280",52," Tennessee","Memphis","NA"
"NCT03036280",53," Texas","Dallas","NA"
"NCT03036280",54," Texas","DeSoto","NA"
"NCT03036280",55," Texas","Houston","NA"
"NCT03036280",56," Texas","Mansfield","NA"
"NCT03036280",57," Virginia","Richmond","NA"
"NCT03044249",1," Florida"," Brooksville","Meridien Research"
"NCT03044249",2," Florida"," Hialeah","Galiz Research"
"NCT03044249",3," Florida"," Miami Springs","Galiz Research"
"NCT03044249",4," Florida"," Saint Petersburg","Meridien Research Inc"
"NCT03044249",5," New Jersey"," Manchester Township","Alzheimer's Research Corporation"
"NCT03044249",6," New York"," Staten Island","Richmond Behavioral Associates"
"NCT03049501",1," Florida"," Miami","University of Miami Miller School of Medicine"
"NCT03053908",1," New York"," New York","New York University School of Medicine"
"NCT03056729",1," Florida"," Hallandale Beach","MD Clinical"
"NCT03056729",2," Florida"," Port Orange","Progressive Medical Research"
"NCT03056729",3," Indiana"," Evansville","Covance Evansville CRU"
"NCT03056729",4," Indiana"," Indianapolis","Indiana University"
"NCT03056729",5," Missouri"," Saint Louis","St Louis Clinical Trial"
"NCT03056729",6," Texas"," Dallas","Covance Dallas CRU"
"NCT03056729",7," Wisconsin"," Madison","Covance CRU"
"NCT03058965",1," Connecticut"," New Haven"," LLC,Molecular NeuroImaging"
"NCT03061474",1," California"," Irvine"," Irvine,University of California"
"NCT03061474",2," California"," Los Angeles"," Los Angeles,University of California"
"NCT03062449",1," New Hampshire"," Lebanon","Dartmouth Hitchcock Medical Center"
"NCT03069391",1," New York"," Schenectady","Healthy Aging & Neuropsychology Lab @ Union College"
"NCT03070535",1," Washington"," Seattle","University of Washington Medical Center"
"NCT03071224",1," Connecticut"," New Haven"," LLC,Molecular NeuroImaging"
"NCT03073876",1," New York"," Mineola","Winthrop-University Hospital"
"NCT03075007",1," New York"," New York","Columbia University Medical Center"
"NCT03080051",1," Connecticut"," New Haven"," LLC,Molecular NeuroImaging"
"NCT03081546",1," Colorado"," Aurora","University of Colorado Anschutz Medical Campus"
"NCT03082755",1," Texas"," Austin","The University of Texas at Austin"
"NCT03088956",1," Alabama"," Birmingham","University of Alabama at Birmingham"
"NCT03088956",2," Florida"," Boca Raton","Florida Atlantic University - College of Medicine"
"NCT03088956",3," Washington"," Seattle","University of Washington School of Medicine"
"NCT03089827",1," North Carolina"," Winston Salem","Wake Forest Baptist Health"
"NCT03095417",1," Indiana"," Indianapolis","Eskenazi Health"
"NCT03095417",2," Indiana"," Indianapolis","Indiana Health University Hospital"
"NCT03095417",3," Indiana"," Indianapolis","Indiana University Health Methodist Hospital"
"NCT03098459",1," Tennessee"," Nashville","Vanderbilt University Medical Center"
