"Rank","NCT Number","Title","Acronym","Recruitment","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","Last Verified","First Submitted","First Posted","Results First Submitted","Results First Posted","Last Update Submitted","Last Update Posted","Locations","URL"
1409,"NCT01727622","Arterial Spin Labeling (ASL) MRI for Cognitive Decline","null","Active, not recruiting","No Results Available","Mild Cognitive Impairment|Alzheimer's Disease","Drug: FDG-PET|Other: ASL-MRI|Procedure: Lumbar Puncture","Composite region of interest (ROI) measure of cerebral blood flow (CBF) measured by ASL MRI versus composite ROI measure of cerebral metabolism measured by FDG PET|Prediction of longitudinal change in hippocampal volume|Prediction of longitudinal change in clinical status (i.e. progression to Alzheimer's Disease)","University of Pennsylvania|National Institute on Aging (NIA)","All","55 Years to 89 Years   (Adult, Senior)","","120","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","815471|5R01AG040271","August 2012","May 31, 2018","May 31, 2018","June 2017","October 22, 2012","November 16, 2012","null","null","June 26, 2017","June 27, 2017","Penn Memory Center, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT01727622"
1410,"NCT01724151","Effects of Exercise Training in Patients With Mild Cognitive Impairment","null","Completed","No Results Available","Mild Cognitive Impairment|Alzheimer's Disease","","Walking speed of participants","National Taiwan University Hospital","All","45 Years and older   (Adult, Senior)","","60","Other","Observational","Observational Model: Case Control|Time Perspective: Cross-Sectional","200812152R","April 2009","October 2009","April 2012","April 2014","February 25, 2010","November 9, 2012","null","null","April 21, 2014","April 22, 2014","National Taiwan University Hospital, Taipei, Taiwan","https://ClinicalTrials.gov/show/NCT01724151"
1411,"NCT01553929","Physical Training and Cognitive Activity on the Mild Cognitive Impairment (MCI) Patient","EPAC-M","Terminated","No Results Available","Mild Cognitive Impairment|Alzheimer's Disease","Other: Physical Training and cognitive activity (EPC group)|Other: Physical training (EP group)|Other: control group","effectiveness of physical training|Cognitive improvement","Centre Hospitalier Universitaire de Nice","All","40 Years to 75 Years   (Adult, Senior)","","5","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","11-AOI-03","March 2012","March 2012","January 2015","August 2015","March 8, 2012","March 14, 2012","null","null","August 13, 2015","August 14, 2015","CHU de Nice, Nice, France","https://ClinicalTrials.gov/show/NCT01553929"
1412,"NCT00979446","Passport to Brain Wellness in Sedentary Adults","null","Completed","No Results Available","Mild Cognitive Impairment|Alzheimer's Disease","Behavioral: Guided|Behavioral: Self-directed","We will use this pilot to determine the feasibility of carrying out a full-scale randomized trial to test the efficacy of our intervention.","HealthPartners Institute","All","60 Years to 80 Years   (Adult, Senior)","","63","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","03-024S2|3R01AG023410-05S2","June 2008","May 2009","August 2009","September 2009","September 16, 2009","September 18, 2009","null","null","September 17, 2009","September 18, 2009","HealthPartners Research Foundation, Bloomington, Minnesota, United States","https://ClinicalTrials.gov/show/NCT00979446"
1413,"NCT00539305","Hormone and Information Processing Study","HIP","Completed","Has Results","Mild Cognitive Impairment|Alzheimer's Disease","Drug: testosterone gel|Drug: placebo gel","Behavioral & Mood Measure: Profile of Mood States (POMS)|Cognitive Changes Measured by Neuropsychological Tests: Rey Auditory Verbal Learning Test|Geriatric Depression Scale (GDS)|Short-Form Health Survey (SF-36)","University of Washington|National Institute on Aging (NIA)|Solvay Pharmaceuticals","Male","60 Years to 90 Years   (Adult, Senior)","Phase 3","22","Other|NIH|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","29975-A|R01AG027156|1R01AG027156-01A2","July 2009","July 2011","May 2012","July 2014","October 3, 2007","October 4, 2007","March 15, 2013","July 14, 2014","July 10, 2014","July 14, 2014","VA Puget Sound Health Care Systems, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00539305"
1414,"NCT00677885","P-glycoprotein Function in Brain Diseases","null","Completed","No Results Available","Alzheimer Disease|Parkinson Disease|Frontotemporal Lobar Degeneration","","P-gp function in AD, PD, and FTD patients and in healthy volunteers. P-gp function will be determined by calculating the brain uptake of [11C]dLop|Comparing P-gp function with the severity of disease","National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC)","All","35 Years and older   (Adult, Senior)","","20","NIH","Observational","Time Perspective: Prospective","080124|08-M-0124","May 9, 2008","null","August 25, 2014","August 25, 2014","May 13, 2008","May 15, 2008","null","null","October 5, 2017","October 6, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT00677885"
1415,"NCT00029120","Evaluation of Age- and Alzheimer's Disease-Related Memory Disorder","null","Completed","No Results Available","Alzheimer Disease|Dementia|Memory Disorder|Healthy","","","National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC)","All","18 Years to 90 Years   (Adult, Senior)","","450","NIH","Observational","","020095|02-M-0095","December 18, 2001","null","April 21, 2008","April 21, 2008","January 5, 2002","January 7, 2002","null","null","June 30, 2017","July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT00029120"
1416,"NCT02576821","Hippocampal Sclerosis and Amnesia Not Due to Alzheimer's Disease","ShaTau7","Recruiting","No Results Available","Patients With Cognitive Disturbances","Other: Neurological examinations|Other: Neuropsychological examinations|Other: Clinical examinations|Radiation: MRI 3T|Radiation: MRI 7T","7 tesla MRI.|3T MRI|7T MRI|CSF|Neuropsychological assessment|Clinical assessment|Genetic markers of bvFTD|Blood markers|Plasmatic progranulin levels|Regional glucose hypometabolism","Centre Hospitalier St Anne","All","18 Years and older   (Adult, Senior)","","140","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","D14-P010","January 27, 2016","January 2020","October 2020","October 2017","October 13, 2015","October 15, 2015","null","null","October 18, 2017","October 20, 2017","Neurologie de la mémoire et du langage, Service de Neurologie, Centre Hospitalier Sainte-Anne, Paris, France","https://ClinicalTrials.gov/show/NCT02576821"
1417,"NCT02192554","Safety Follow-up Study for Subjects With Agitation Associated With Dementia of the Alzheimer's Type Who Previously Participated in a Double-blind Trial of Brexpiprazole or Placebo","null","Completed","No Results Available","Agitation Associated With Alzheimer's Disease|Alzheimer's Type|Mental Disorder|Nervous System Diseases","","Adverse Events (AEs)|Mini-Mental State Examination (MMSE) score","Otsuka Pharmaceutical Development & Commercialization, Inc.|H. Lundbeck A/S","All","Child, Adult, Senior","","450","Industry","Observational","Observational Model: Other|Time Perspective: Prospective","331-13-211","June 2014","May 2017","May 2017","July 2017","July 15, 2014","July 17, 2014","null","null","July 25, 2017","July 26, 2017","Tuscaloosa, Alabama, United States|Costa Mesa, California, United States|Lakewood, California, United States|Orange, California, United States|Redlands, California, United States|Bradenton, Florida, United States|Hialeah, Florida, United States|Hialeah, Florida, United States|Miami Springs, Florida, United States|Miami, Florida, United States|Miami, Florida, United States|Miami, Florida, United States|Miami, Florida, United States|North Miami, Florida, United States|Orange City, Florida, United States|Sarasota, Florida, United States|Atlanta, Georgia, United States|Suwanee, Georgia, United States|Quincy, Massachusetts, United States|Saint Louis, Missouri, United States|Toms River, New Jersey, United States|Brooklyn, New York, United States|New Hyde Park, New York, United States|Charlotte, North Carolina, United States|Hickory, North Carolina, United States|Raleigh, North Carolina, United States|Dallas, Texas, United States|Waukesha, Wisconsin, United States|Burgas, Bulgaria|Kardzhali, Bulgaria|Ruse, Bulgaria|Sofia, Bulgaria|Sofia, Bulgaria|Varna, Bulgaria|Veliko Tŭrnovo, Bulgaria|Penticton, British Columbia, Canada|Kentville, Nova Scotia, Canada|Zagreb, Croatia|Zagreb, Croatia|Bourg n Bresse, France|Douai, France|Elancourt, France|Toulouse, France|Mittweida, Saxony, Germany|Berlin, Germany|Bochum, Germany|Koln, Germany|Westerstede, Germany|Ekaterinburg, Russian Federation|Samara, Russian Federation|Saratov, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|Tonnelniy, Russian Federation|Belgrade, Serbia|Kovin, Serbia|Kragujevac, Serbia|Niš, Serbia|Novi Knezevac, Serbia|Novi Sad, Serbia|Ljubljana, Slovenia|Maribor, Slovenia|Sempeter pri Gorici, Slovenia|Pamplona, Spain|Salamanca, Spain|Valencia, Spain|Valencia, Spain|Zamora, Spain|Kharkiv, Ukraine|Kherson, Ukraine|Kiev, Ukraine|Kiev, Ukraine|Lviv, Ukraine|Odessa, Ukraine|Odessa, Ukraine|Poltava, Ukraine|Vinnytsia, Ukraine|Torpoint, United Kingdom","https://ClinicalTrials.gov/show/NCT02192554"
1418,"NCT00243451","Early Detection of Mild Cognitive Impairment in Individual Patients","null","Completed","No Results Available","Mild Cognitive Impairment|Mild Alzheimer's Disease","Other: PET scan & fMRI","Determine if the Cognitive Decline Index will discriminate subtle lesions earlier than the standard analysis of the Nuclear Medicine physician.|Determine if sensitivity, specificity, receiver-operator characteristics, and predictive value of our method are appropriate for translation into a clinically useful tool.","Louisiana State University Health Sciences Center Shreveport","All","55 Years to 85 Years   (Adult, Senior)","","34","Other","Observational","Observational Model: Case Control|Time Perspective: Prospective","LSUHSC H04-049","September 2003","July 2011","July 2011","September 2011","September 13, 2005","October 24, 2005","null","null","September 2, 2011","September 7, 2011","Louisiana State University Health Sciences Center, Shreveport, Louisiana, United States","https://ClinicalTrials.gov/show/NCT00243451"
1419,"NCT02521818","Dietary Treatments for Cognitive Impairment in Older Adults","null","Recruiting","No Results Available","Mild Cognitive Impairment|Probable Alzheimer's Disease","Other: Modified Atkins Diet|Other: NIA Diet for Seniors","Feasibility for MAD Group|Feasibility for Control Group|Efficacy for Cognition|Efficacy for Function","Johns Hopkins University","All","65 Years and older   (Adult, Senior)","","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","IRB00066092","August 2015","September 2017","September 2017","August 2016","August 10, 2015","August 13, 2015","null","null","August 29, 2016","August 30, 2016","Johns Hopkins Hospital, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT02521818"
1420,"NCT01713816","Human Brain Antioxidants During Oxidative Stress","null","Recruiting","No Results Available","Oxidative Stress|Alzheimer's Disease|Aging","","Antioxidant in Alzheimers","University of Minnesota - Clinical and Translational Science Institute|National Institute on Aging (NIA)","All","65 Years to 89 Years   (Adult, Senior)","","86","Other|NIH","Observational","Observational Model: Case Control|Time Perspective: Cross-Sectional","1208M18321|R01AG039396","June 2013","May 2017","December 2017","October 2016","October 22, 2012","October 25, 2012","null","null","October 25, 2016","October 26, 2016","University of Minnesota, Minneapolis, Minnesota, United States|University of Minnesota, Minneapolis, Minnesota, United States","https://ClinicalTrials.gov/show/NCT01713816"
